IDCODE,EXPERIMENT TYPE
1K1Z,SOLUTION NMR
1K20,X-RAY DIFFRACTION
1K21,X-RAY DIFFRACTION
1K22,X-RAY DIFFRACTION
1K23,X-RAY DIFFRACTION
1K24,X-RAY DIFFRACTION
1K25,X-RAY DIFFRACTION
1K26,X-RAY DIFFRACTION
1K27,X-RAY DIFFRACTION
1K28,X-RAY DIFFRACTION
1K29,SOLUTION NMR
1K2A,X-RAY DIFFRACTION
1K2B,X-RAY DIFFRACTION
1K2C,X-RAY DIFFRACTION
1K2D,X-RAY DIFFRACTION
1K2E,X-RAY DIFFRACTION
1K2F,X-RAY DIFFRACTION
1K2G,SOLUTION NMR
1K2H,SOLUTION NMR
1K2I,X-RAY DIFFRACTION
1K2J,SOLUTION NMR
1K2K,SOLUTION NMR
1K2L,X-RAY DIFFRACTION
1K2M,SOLUTION NMR
1K2N,SOLUTION NMR
1K2O,X-RAY DIFFRACTION
1K2P,X-RAY DIFFRACTION
1K2R,X-RAY DIFFRACTION
1K2S,X-RAY DIFFRACTION
1K2T,X-RAY DIFFRACTION
1K2U,X-RAY DIFFRACTION
1K2V,X-RAY DIFFRACTION
1K2W,X-RAY DIFFRACTION
1K2X,X-RAY DIFFRACTION
1K2Y,X-RAY DIFFRACTION
1K2Z,X-RAY DIFFRACTION
1K30,X-RAY DIFFRACTION
1K32,X-RAY DIFFRACTION
1K33,X-RAY DIFFRACTION
1K34,X-RAY DIFFRACTION
1K35,X-RAY DIFFRACTION
1K36,SOLUTION NMR
1K37,SOLUTION NMR
1K38,X-RAY DIFFRACTION
1K39,X-RAY DIFFRACTION
1K3A,X-RAY DIFFRACTION
1K3B,X-RAY DIFFRACTION
1K3C,X-RAY DIFFRACTION
1K3D,X-RAY DIFFRACTION
1K3E,X-RAY DIFFRACTION
1K3F,X-RAY DIFFRACTION
1K3G,SOLUTION NMR
1K3H,SOLUTION NMR
1K3I,X-RAY DIFFRACTION
1K3J,SOLUTION NMR
1K3K,SOLUTION NMR
1K3L,X-RAY DIFFRACTION
1K3M,SOLUTION NMR
1K3N,SOLUTION NMR
1K3O,X-RAY DIFFRACTION
1K3Q,SOLUTION NMR
1K3R,X-RAY DIFFRACTION
1K3S,X-RAY DIFFRACTION
1K3T,X-RAY DIFFRACTION
1K3U,X-RAY DIFFRACTION
1K3V,X-RAY DIFFRACTION
1K3W,X-RAY DIFFRACTION
1K3X,X-RAY DIFFRACTION
1K3Y,X-RAY DIFFRACTION
1K3Z,X-RAY DIFFRACTION
1K40,X-RAY DIFFRACTION
1K41,X-RAY DIFFRACTION
1K42,SOLUTION NMR
1K43,SOLUTION NMR
1K44,X-RAY DIFFRACTION
1K45,SOLUTION NMR
1K46,X-RAY DIFFRACTION
1K47,X-RAY DIFFRACTION
1K48,SOLUTION NMR
1K49,X-RAY DIFFRACTION
1K4A,SOLUTION NMR
1K4B,SOLUTION NMR
1K4C,X-RAY DIFFRACTION
1K4D,X-RAY DIFFRACTION
1K4E,X-RAY DIFFRACTION
1K4F,X-RAY DIFFRACTION
1K4G,X-RAY DIFFRACTION
1K4H,X-RAY DIFFRACTION
1K4I,X-RAY DIFFRACTION
1K4J,X-RAY DIFFRACTION
1K4K,X-RAY DIFFRACTION
1K4L,X-RAY DIFFRACTION
1K4M,X-RAY DIFFRACTION
1K4N,X-RAY DIFFRACTION
1K4O,X-RAY DIFFRACTION
1K4P,X-RAY DIFFRACTION
1K4Q,X-RAY DIFFRACTION
1K4R,ELECTRON MICROSCOPY
1K4S,X-RAY DIFFRACTION
1K4T,X-RAY DIFFRACTION
1K4U,SOLUTION NMR
1K4V,X-RAY DIFFRACTION
1K4W,X-RAY DIFFRACTION
1K4X,SOLUTION NMR
1K4Y,X-RAY DIFFRACTION
1K4Z,X-RAY DIFFRACTION
1K50,X-RAY DIFFRACTION
1K51,X-RAY DIFFRACTION
1K52,X-RAY DIFFRACTION
1K53,X-RAY DIFFRACTION
1K54,X-RAY DIFFRACTION
1K55,X-RAY DIFFRACTION
1K56,X-RAY DIFFRACTION
1K57,X-RAY DIFFRACTION
1K58,X-RAY DIFFRACTION
1K59,X-RAY DIFFRACTION
1K5A,X-RAY DIFFRACTION
1K5B,X-RAY DIFFRACTION
1K5C,X-RAY DIFFRACTION
1K5D,X-RAY DIFFRACTION
1K5E,SOLUTION NMR
1K5F,SOLUTION NMR
1K5G,X-RAY DIFFRACTION
1K5H,X-RAY DIFFRACTION
1K5I,SOLUTION NMR
1K5J,X-RAY DIFFRACTION
1K5K,SOLUTION NMR
1K5M,X-RAY DIFFRACTION
1K5N,X-RAY DIFFRACTION
1K5O,SOLUTION NMR
1K5P,X-RAY DIFFRACTION
1K5Q,X-RAY DIFFRACTION
1K5R,SOLUTION NMR
1K5S,X-RAY DIFFRACTION
1K5U,X-RAY DIFFRACTION
1K5V,X-RAY DIFFRACTION
1K5W,SOLUTION NMR
1K61,X-RAY DIFFRACTION
1K62,X-RAY DIFFRACTION
1K63,X-RAY DIFFRACTION
1K64,SOLUTION NMR
1K66,X-RAY DIFFRACTION
1K68,X-RAY DIFFRACTION
1K6A,X-RAY DIFFRACTION
1K6C,X-RAY DIFFRACTION
1K6D,X-RAY DIFFRACTION
1K6E,X-RAY DIFFRACTION
1K6F,X-RAY DIFFRACTION
1K6G,SOLUTION NMR
1K6H,SOLUTION NMR
1K6I,X-RAY DIFFRACTION
1K6J,X-RAY DIFFRACTION
1K6K,X-RAY DIFFRACTION
1K6L,X-RAY DIFFRACTION
1K6M,X-RAY DIFFRACTION
1K6N,X-RAY DIFFRACTION
1K6O,X-RAY DIFFRACTION
1K6P,X-RAY DIFFRACTION
1K6Q,X-RAY DIFFRACTION
1K6R,X-RAY DIFFRACTION
1K6S,X-RAY DIFFRACTION
1K6T,X-RAY DIFFRACTION
1K6U,X-RAY DIFFRACTION
1K6V,X-RAY DIFFRACTION
1K6W,X-RAY DIFFRACTION
1K6X,X-RAY DIFFRACTION
1K6Y,X-RAY DIFFRACTION
1K6Z,X-RAY DIFFRACTION
1K70,X-RAY DIFFRACTION
1K72,X-RAY DIFFRACTION
1K73,X-RAY DIFFRACTION
1K74,X-RAY DIFFRACTION
1K75,X-RAY DIFFRACTION
1K76,SOLUTION NMR
1K77,X-RAY DIFFRACTION
1K78,X-RAY DIFFRACTION
1K79,X-RAY DIFFRACTION
1K7A,X-RAY DIFFRACTION
1K7B,SOLUTION NMR
1K7C,X-RAY DIFFRACTION
1K7D,X-RAY DIFFRACTION
1K7E,X-RAY DIFFRACTION
1K7F,X-RAY DIFFRACTION
1K7G,X-RAY DIFFRACTION
1K7H,X-RAY DIFFRACTION
1K7I,X-RAY DIFFRACTION
1K7J,X-RAY DIFFRACTION
1K7K,X-RAY DIFFRACTION
1K7L,X-RAY DIFFRACTION
1K7Q,X-RAY DIFFRACTION
1K7S,X-RAY DIFFRACTION
1K7T,X-RAY DIFFRACTION
1K7U,X-RAY DIFFRACTION
1K7V,X-RAY DIFFRACTION
1K7W,X-RAY DIFFRACTION
1K7X,X-RAY DIFFRACTION
1K7Y,X-RAY DIFFRACTION
1K81,SOLUTION NMR
1K82,X-RAY DIFFRACTION
1K83,X-RAY DIFFRACTION
1K85,SOLUTION NMR
1K86,X-RAY DIFFRACTION
1K88,X-RAY DIFFRACTION
1K89,X-RAY DIFFRACTION
1K8A,X-RAY DIFFRACTION
1K8B,SOLUTION NMR
1K8C,X-RAY DIFFRACTION
1K8D,X-RAY DIFFRACTION
1K8F,X-RAY DIFFRACTION
1K8G,X-RAY DIFFRACTION
1K8H,SOLUTION NMR
1K8I,X-RAY DIFFRACTION
1K8J,SOLUTION NMR
1K8K,X-RAY DIFFRACTION
1K8L,SOLUTION NMR
1K8M,SOLUTION NMR
1K8N,SOLUTION NMR
1K8O,SOLUTION NMR
1K8P,X-RAY DIFFRACTION
1K8Q,X-RAY DIFFRACTION
1K8R,X-RAY DIFFRACTION
1K8S,SOLUTION NMR
1K8T,X-RAY DIFFRACTION
1K8U,X-RAY DIFFRACTION
1K8V,SOLUTION NMR
1K8W,X-RAY DIFFRACTION
1K8X,X-RAY DIFFRACTION
1K8Y,X-RAY DIFFRACTION
1K8Z,X-RAY DIFFRACTION
1K90,X-RAY DIFFRACTION
1K91,SOLUTION NMR
1K92,X-RAY DIFFRACTION
1K93,X-RAY DIFFRACTION
1K94,X-RAY DIFFRACTION
1K95,X-RAY DIFFRACTION
1K96,X-RAY DIFFRACTION
1K97,X-RAY DIFFRACTION
1K98,X-RAY DIFFRACTION
1K99,SOLUTION NMR
1K9A,X-RAY DIFFRACTION
1K9B,X-RAY DIFFRACTION
1K9C,SOLUTION NMR
1K9D,X-RAY DIFFRACTION
1K9E,X-RAY DIFFRACTION
1K9F,X-RAY DIFFRACTION
1K9G,X-RAY DIFFRACTION
1K9H,SOLUTION NMR
1K9I,X-RAY DIFFRACTION
1K9J,X-RAY DIFFRACTION
1K9K,X-RAY DIFFRACTION
1K9L,SOLUTION NMR
1K9M,X-RAY DIFFRACTION
1K9O,X-RAY DIFFRACTION
1K9P,X-RAY DIFFRACTION
1K9Q,SOLUTION NMR
1K9R,SOLUTION NMR
1K9S,X-RAY DIFFRACTION
1K9T,X-RAY DIFFRACTION
1K9U,X-RAY DIFFRACTION
1K9V,X-RAY DIFFRACTION
1K9W,X-RAY DIFFRACTION
1K9X,X-RAY DIFFRACTION
1K9Y,X-RAY DIFFRACTION
1K9Z,X-RAY DIFFRACTION
1KA0,X-RAY DIFFRACTION
1KA1,X-RAY DIFFRACTION
1KA2,X-RAY DIFFRACTION
1KA4,X-RAY DIFFRACTION
1KA5,SOLUTION NMR
1KA6,SOLUTION NMR
1KA7,SOLUTION NMR
1KA8,X-RAY DIFFRACTION
1KA9,X-RAY DIFFRACTION
1KAA,X-RAY DIFFRACTION
1KAB,X-RAY DIFFRACTION
1KAC,X-RAY DIFFRACTION
1KAE,X-RAY DIFFRACTION
1KAF,X-RAY DIFFRACTION
1KAG,X-RAY DIFFRACTION
1KAH,X-RAY DIFFRACTION
1KAJ,SOLUTION NMR
1KAK,X-RAY DIFFRACTION
1KAL,SOLUTION NMR
1KAM,X-RAY DIFFRACTION
1KAN,X-RAY DIFFRACTION
1KAO,X-RAY DIFFRACTION
1KAP,X-RAY DIFFRACTION
1KAQ,X-RAY DIFFRACTION
1KAR,X-RAY DIFFRACTION
1KAS,X-RAY DIFFRACTION
1KAT,SOLUTION NMR
1KAV,X-RAY DIFFRACTION
1KAW,X-RAY DIFFRACTION
1KAX,X-RAY DIFFRACTION
1KAY,X-RAY DIFFRACTION
1KAZ,X-RAY DIFFRACTION
1KB0,X-RAY DIFFRACTION
1KB1,SOLUTION NMR
1KB2,X-RAY DIFFRACTION
1KB3,X-RAY DIFFRACTION
1KB4,X-RAY DIFFRACTION
1KB5,X-RAY DIFFRACTION
1KB6,X-RAY DIFFRACTION
1KB7,SOLUTION NMR
1KB8,SOLUTION NMR
1KB9,X-RAY DIFFRACTION
1KBA,X-RAY DIFFRACTION
1KBB,X-RAY DIFFRACTION
1KBC,X-RAY DIFFRACTION
1KBD,SOLUTION NMR
1KBE,SOLUTION NMR
1KBF,SOLUTION NMR
1KBG,X-RAY DIFFRACTION
1KBH,SOLUTION NMR
1KBI,X-RAY DIFFRACTION
1KBJ,X-RAY DIFFRACTION
1KBK,X-RAY DIFFRACTION
1KBL,X-RAY DIFFRACTION
1KBM,SOLUTION NMR
1KBN,X-RAY DIFFRACTION
1KBO,X-RAY DIFFRACTION
1KBP,X-RAY DIFFRACTION
1KBQ,X-RAY DIFFRACTION
1KBR,X-RAY DIFFRACTION
1KBS,SOLUTION NMR
1KBT,SOLUTION NMR
1KBU,X-RAY DIFFRACTION
1KBV,X-RAY DIFFRACTION
1KBW,X-RAY DIFFRACTION
1KBY,X-RAY DIFFRACTION
1KBZ,X-RAY DIFFRACTION
1KC1,X-RAY DIFFRACTION
1KC2,X-RAY DIFFRACTION
1KC3,X-RAY DIFFRACTION
1KC4,SOLUTION NMR
1KC5,X-RAY DIFFRACTION
1KC6,X-RAY DIFFRACTION
1KC7,X-RAY DIFFRACTION
1KC8,X-RAY DIFFRACTION
1KCA,X-RAY DIFFRACTION
1KCB,X-RAY DIFFRACTION
1KCC,X-RAY DIFFRACTION
1KCD,X-RAY DIFFRACTION
1KCE,X-RAY DIFFRACTION
1KCF,X-RAY DIFFRACTION
1KCG,X-RAY DIFFRACTION
1KCI,X-RAY DIFFRACTION
1KCK,X-RAY DIFFRACTION
1KCL,X-RAY DIFFRACTION
1KCM,X-RAY DIFFRACTION
1KCN,SOLUTION NMR
1KCO,SOLUTION NMR
1KCP,SOLUTION NMR
1KCQ,X-RAY DIFFRACTION
1KCR,X-RAY DIFFRACTION
1KCS,X-RAY DIFFRACTION
1KCT,X-RAY DIFFRACTION
1KCU,X-RAY DIFFRACTION
1KCV,X-RAY DIFFRACTION
1KCW,X-RAY DIFFRACTION
1KCX,X-RAY DIFFRACTION
1KCY,SOLUTION NMR
1KCZ,X-RAY DIFFRACTION
1KD0,X-RAY DIFFRACTION
1KD1,X-RAY DIFFRACTION
1KD2,X-RAY DIFFRACTION
1KD3,X-RAY DIFFRACTION
1KD4,X-RAY DIFFRACTION
1KD5,X-RAY DIFFRACTION
1KD6,SOLUTION NMR
1KD7,X-RAY DIFFRACTION
1KD8,X-RAY DIFFRACTION
1KD9,X-RAY DIFFRACTION
1KDA,X-RAY DIFFRACTION
1KDB,X-RAY DIFFRACTION
1KDC,X-RAY DIFFRACTION
1KDD,X-RAY DIFFRACTION
1KDE,SOLUTION NMR
1KDF,SOLUTION NMR
1KDG,X-RAY DIFFRACTION
1KDH,X-RAY DIFFRACTION
1KDI,X-RAY DIFFRACTION
1KDJ,X-RAY DIFFRACTION
1KDK,X-RAY DIFFRACTION
1KDL,SOLUTION NMR
1KDM,X-RAY DIFFRACTION
1KDN,X-RAY DIFFRACTION
1KDO,X-RAY DIFFRACTION
1KDP,X-RAY DIFFRACTION
1KDQ,X-RAY DIFFRACTION
1KDR,X-RAY DIFFRACTION
1KDS,X-RAY DIFFRACTION
1KDT,X-RAY DIFFRACTION
1KDU,SOLUTION NMR
1KDW,X-RAY DIFFRACTION
1KDX,SOLUTION NMR
1KE0,X-RAY DIFFRACTION
1KE3,X-RAY DIFFRACTION
1KE4,X-RAY DIFFRACTION
1KE5,X-RAY DIFFRACTION
1KE6,X-RAY DIFFRACTION
1KE7,X-RAY DIFFRACTION
1KE8,X-RAY DIFFRACTION
1KE9,X-RAY DIFFRACTION
1KEA,X-RAY DIFFRACTION
1KEB,X-RAY DIFFRACTION
1KEC,X-RAY DIFFRACTION
1KEE,X-RAY DIFFRACTION
1KEF,SOLUTION NMR
1KEG,X-RAY DIFFRACTION
1KEH,X-RAY DIFFRACTION
1KEI,X-RAY DIFFRACTION
1KEJ,X-RAY DIFFRACTION
1KEK,X-RAY DIFFRACTION
1KEL,X-RAY DIFFRACTION
1KEM,X-RAY DIFFRACTION
1KEN,X-RAY DIFFRACTION
1KEO,X-RAY DIFFRACTION
1KEP,X-RAY DIFFRACTION
1KEQ,X-RAY DIFFRACTION
1KER,X-RAY DIFFRACTION
1KES,FIBER DIFFRACTION
1KET,X-RAY DIFFRACTION
1KEU,X-RAY DIFFRACTION
1KEV,X-RAY DIFFRACTION
1KEW,X-RAY DIFFRACTION
1KEX,X-RAY DIFFRACTION
1KEY,X-RAY DIFFRACTION
1KEZ,X-RAY DIFFRACTION
1KF0,X-RAY DIFFRACTION
1KF1,X-RAY DIFFRACTION
1KF2,X-RAY DIFFRACTION
1KF3,X-RAY DIFFRACTION
1KF4,X-RAY DIFFRACTION
1KF5,X-RAY DIFFRACTION
1KF6,X-RAY DIFFRACTION
1KF7,X-RAY DIFFRACTION
1KF8,X-RAY DIFFRACTION
1KF9,X-RAY DIFFRACTION
1KFA,X-RAY DIFFRACTION
1KFB,X-RAY DIFFRACTION
1KFC,X-RAY DIFFRACTION
1KFD,X-RAY DIFFRACTION
1KFE,X-RAY DIFFRACTION
1KFF,X-RAY DIFFRACTION
1KFG,X-RAY DIFFRACTION
1KFH,SOLUTION NMR
1KFI,X-RAY DIFFRACTION
1KFJ,X-RAY DIFFRACTION
1KFK,X-RAY DIFFRACTION
1KFL,X-RAY DIFFRACTION
1KFM,X-RAY DIFFRACTION
1KFN,X-RAY DIFFRACTION
1KFO,X-RAY DIFFRACTION
1KFP,SOLUTION NMR
1KFQ,X-RAY DIFFRACTION
1KFR,X-RAY DIFFRACTION
1KFS,X-RAY DIFFRACTION
1KFT,SOLUTION NMR
1KFU,X-RAY DIFFRACTION
1KFV,X-RAY DIFFRACTION
1KFW,X-RAY DIFFRACTION
1KFX,X-RAY DIFFRACTION
1KFY,X-RAY DIFFRACTION
1KFZ,SOLUTION NMR
1KG0,X-RAY DIFFRACTION
1KG1,SOLUTION NMR
1KG2,X-RAY DIFFRACTION
1KG3,X-RAY DIFFRACTION
1KG4,X-RAY DIFFRACTION
1KG5,X-RAY DIFFRACTION
1KG6,X-RAY DIFFRACTION
1KG7,X-RAY DIFFRACTION
1KG8,X-RAY DIFFRACTION
1KG9,X-RAY DIFFRACTION
1KGA,X-RAY DIFFRACTION
1KGB,X-RAY DIFFRACTION
1KGC,X-RAY DIFFRACTION
1KGD,X-RAY DIFFRACTION
1KGE,X-RAY DIFFRACTION
1KGF,X-RAY DIFFRACTION
1KGG,X-RAY DIFFRACTION
1KGI,X-RAY DIFFRACTION
1KGJ,X-RAY DIFFRACTION
1KGK,X-RAY DIFFRACTION
1KGL,SOLUTION NMR
1KGM,SOLUTION NMR
1KGN,X-RAY DIFFRACTION
1KGO,X-RAY DIFFRACTION
1KGP,X-RAY DIFFRACTION
1KGQ,X-RAY DIFFRACTION
1KGS,X-RAY DIFFRACTION
1KGT,X-RAY DIFFRACTION
1KGU,X-RAY DIFFRACTION
1KGW,X-RAY DIFFRACTION
1KGX,X-RAY DIFFRACTION
1KGY,X-RAY DIFFRACTION
1KGZ,X-RAY DIFFRACTION
1KH0,X-RAY DIFFRACTION
1KH1,X-RAY DIFFRACTION
1KH2,X-RAY DIFFRACTION
1KH3,X-RAY DIFFRACTION
1KH4,X-RAY DIFFRACTION
1KH5,X-RAY DIFFRACTION
1KH6,X-RAY DIFFRACTION
1KH7,X-RAY DIFFRACTION
1KH8,X-RAY DIFFRACTION
1KH9,X-RAY DIFFRACTION
1KHB,X-RAY DIFFRACTION
1KHC,X-RAY DIFFRACTION
1KHD,X-RAY DIFFRACTION
1KHE,X-RAY DIFFRACTION
1KHF,X-RAY DIFFRACTION
1KHG,X-RAY DIFFRACTION
1KHH,X-RAY DIFFRACTION
1KHI,X-RAY DIFFRACTION
1KHJ,X-RAY DIFFRACTION
1KHK,X-RAY DIFFRACTION
1KHL,X-RAY DIFFRACTION
1KHM,SOLUTION NMR
1KHN,X-RAY DIFFRACTION
1KHO,X-RAY DIFFRACTION
1KHP,X-RAY DIFFRACTION
1KHQ,X-RAY DIFFRACTION
1KHR,X-RAY DIFFRACTION
1KHT,X-RAY DIFFRACTION
1KHU,X-RAY DIFFRACTION
1KHV,X-RAY DIFFRACTION
1KHW,X-RAY DIFFRACTION
1KHX,X-RAY DIFFRACTION
1KHY,X-RAY DIFFRACTION
1KHZ,X-RAY DIFFRACTION
1KI0,X-RAY DIFFRACTION
1KI1,X-RAY DIFFRACTION
1KI2,X-RAY DIFFRACTION
1KI3,X-RAY DIFFRACTION
1KI4,X-RAY DIFFRACTION
1KI6,X-RAY DIFFRACTION
1KI7,X-RAY DIFFRACTION
1KI8,X-RAY DIFFRACTION
1KI9,X-RAY DIFFRACTION
1KIA,X-RAY DIFFRACTION
1KIB,X-RAY DIFFRACTION
1KIC,X-RAY DIFFRACTION
1KID,X-RAY DIFFRACTION
1KIE,X-RAY DIFFRACTION
1KIF,X-RAY DIFFRACTION
1KIG,X-RAY DIFFRACTION
1KIJ,X-RAY DIFFRACTION
1KIK,SOLUTION NMR
1KIL,X-RAY DIFFRACTION
1KIM,X-RAY DIFFRACTION
1KIO,SOLUTION NMR
1KIP,X-RAY DIFFRACTION
1KIQ,X-RAY DIFFRACTION
1KIR,X-RAY DIFFRACTION
1KIS,SOLUTION NMR
1KIT,X-RAY DIFFRACTION
1KIU,X-RAY DIFFRACTION
1KIV,X-RAY DIFFRACTION
1KIX,X-RAY DIFFRACTION
1KIY,X-RAY DIFFRACTION
1KIZ,X-RAY DIFFRACTION
1KJ0,SOLUTION NMR
1KJ1,X-RAY DIFFRACTION
1KJ2,X-RAY DIFFRACTION
1KJ3,X-RAY DIFFRACTION
1KJ4,X-RAY DIFFRACTION
1KJ5,SOLUTION NMR
1KJ6,SOLUTION NMR
1KJ7,X-RAY DIFFRACTION
1KJ8,X-RAY DIFFRACTION
1KJ9,X-RAY DIFFRACTION
1KJF,X-RAY DIFFRACTION
1KJG,X-RAY DIFFRACTION
1KJH,X-RAY DIFFRACTION
1KJI,X-RAY DIFFRACTION
1KJJ,X-RAY DIFFRACTION
1KJK,SOLUTION NMR
1KJL,X-RAY DIFFRACTION
1KJM,X-RAY DIFFRACTION
1KJN,X-RAY DIFFRACTION
1KJO,X-RAY DIFFRACTION
1KJP,X-RAY DIFFRACTION
1KJQ,X-RAY DIFFRACTION
1KJR,X-RAY DIFFRACTION
1KJS,SOLUTION NMR
1KJT,X-RAY DIFFRACTION
1KJU,ELECTRON MICROSCOPY
1KJV,X-RAY DIFFRACTION
1KJW,X-RAY DIFFRACTION
1KJX,X-RAY DIFFRACTION
1KJY,X-RAY DIFFRACTION
1KJZ,X-RAY DIFFRACTION
1KK0,X-RAY DIFFRACTION
1KK1,X-RAY DIFFRACTION
1KK2,X-RAY DIFFRACTION
1KK3,X-RAY DIFFRACTION
1KK4,X-RAY DIFFRACTION
1KK5,X-RAY DIFFRACTION
1KK6,X-RAY DIFFRACTION
1KK7,X-RAY DIFFRACTION
1KK8,X-RAY DIFFRACTION
1KK9,X-RAY DIFFRACTION
1KKA,SOLUTION NMR
1KKB,X-RAY DIFFRACTION
1KKC,X-RAY DIFFRACTION
1KKD,SOLUTION NMR
1KKE,X-RAY DIFFRACTION
1KKF,X-RAY DIFFRACTION
1KKG,SOLUTION NMR
1KKH,X-RAY DIFFRACTION
1KKJ,X-RAY DIFFRACTION
1KKK,X-RAY DIFFRACTION
1KKL,X-RAY DIFFRACTION
1KKM,X-RAY DIFFRACTION
1KKO,X-RAY DIFFRACTION
1KKP,X-RAY DIFFRACTION
1KKQ,X-RAY DIFFRACTION
1KKR,X-RAY DIFFRACTION
1KKS,SOLUTION NMR
1KKT,X-RAY DIFFRACTION
1KKU,X-RAY DIFFRACTION
1KKV,SOLUTION NMR
1KKW,SOLUTION NMR
1KKX,SOLUTION NMR
1KL1,X-RAY DIFFRACTION
1KL2,X-RAY DIFFRACTION
1KL3,X-RAY DIFFRACTION
1KL4,X-RAY DIFFRACTION
1KL5,X-RAY DIFFRACTION
1KL6,X-RAY DIFFRACTION
1KL7,X-RAY DIFFRACTION
1KL8,SOLUTION NMR
1KL9,X-RAY DIFFRACTION
1KLA,SOLUTION NMR
1KLC,SOLUTION NMR
1KLD,SOLUTION NMR
1KLF,X-RAY DIFFRACTION
1KLG,X-RAY DIFFRACTION
1KLI,X-RAY DIFFRACTION
1KLJ,X-RAY DIFFRACTION
1KLK,X-RAY DIFFRACTION
1KLL,X-RAY DIFFRACTION
1KLM,X-RAY DIFFRACTION
1KLN,X-RAY DIFFRACTION
1KLO,X-RAY DIFFRACTION
1KLP,SOLUTION NMR
1KLQ,SOLUTION NMR
1KLR,SOLUTION NMR
1KLS,SOLUTION NMR
1KLT,X-RAY DIFFRACTION
1KLU,X-RAY DIFFRACTION
1KLV,SOLUTION NMR
1KLX,X-RAY DIFFRACTION
1KLY,X-RAY DIFFRACTION
1KLZ,X-RAY DIFFRACTION
1KM0,X-RAY DIFFRACTION
1KM1,X-RAY DIFFRACTION
1KM2,X-RAY DIFFRACTION
1KM3,X-RAY DIFFRACTION
1KM4,X-RAY DIFFRACTION
1KM5,X-RAY DIFFRACTION
1KM6,X-RAY DIFFRACTION
1KM7,SOLUTION NMR
1KM8,X-RAY DIFFRACTION
1KM9,X-RAY DIFFRACTION
1KMA,SOLUTION NMR
1KMB,X-RAY DIFFRACTION
1KMC,X-RAY DIFFRACTION
1KMD,SOLUTION NMR
1KME,X-RAY DIFFRACTION
1KMF,SOLUTION NMR
1KMG,SOLUTION NMR
1KMH,X-RAY DIFFRACTION
1KMI,X-RAY DIFFRACTION
1KMJ,X-RAY DIFFRACTION
1KMK,X-RAY DIFFRACTION
1KMM,X-RAY DIFFRACTION
1KMN,X-RAY DIFFRACTION
1KMO,X-RAY DIFFRACTION
1KMP,X-RAY DIFFRACTION
1KMQ,X-RAY DIFFRACTION
1KMR,SOLUTION NMR
1KMS,X-RAY DIFFRACTION
1KMT,X-RAY DIFFRACTION
1KMV,X-RAY DIFFRACTION
1KMX,SOLUTION NMR
1KMY,X-RAY DIFFRACTION
1KMZ,X-RAY DIFFRACTION
1KN0,X-RAY DIFFRACTION
1KN1,X-RAY DIFFRACTION
1KN2,X-RAY DIFFRACTION
1KN3,X-RAY DIFFRACTION
1KN4,X-RAY DIFFRACTION
1KN5,SOLUTION NMR
1KN6,SOLUTION NMR
1KN7,SOLUTION NMR
1KN9,X-RAY DIFFRACTION
1KNA,X-RAY DIFFRACTION
1KNB,X-RAY DIFFRACTION
1KNC,X-RAY DIFFRACTION
1KND,X-RAY DIFFRACTION
1KNE,X-RAY DIFFRACTION
1KNF,X-RAY DIFFRACTION
1KNG,X-RAY DIFFRACTION
1KNI,X-RAY DIFFRACTION
1KNJ,X-RAY DIFFRACTION
1KNK,X-RAY DIFFRACTION
1KNL,X-RAY DIFFRACTION
1KNM,X-RAY DIFFRACTION
1KNO,X-RAY DIFFRACTION
1KNP,X-RAY DIFFRACTION
1KNQ,X-RAY DIFFRACTION
1KNR,X-RAY DIFFRACTION
1KNT,X-RAY DIFFRACTION
1KNU,X-RAY DIFFRACTION
1KNV,X-RAY DIFFRACTION
1KNW,X-RAY DIFFRACTION
1KNX,X-RAY DIFFRACTION
1KNY,X-RAY DIFFRACTION
1KNZ,X-RAY DIFFRACTION
1KO0,X-RAY DIFFRACTION
1KO1,X-RAY DIFFRACTION
1KO2,X-RAY DIFFRACTION
1KO3,X-RAY DIFFRACTION
1KO4,X-RAY DIFFRACTION
1KO5,X-RAY DIFFRACTION
1KO6,X-RAY DIFFRACTION
1KO7,X-RAY DIFFRACTION
1KO8,X-RAY DIFFRACTION
1KO9,X-RAY DIFFRACTION
1KOA,X-RAY DIFFRACTION
1KOB,X-RAY DIFFRACTION
1KOC,SOLUTION NMR
1KOD,SOLUTION NMR
1KOE,X-RAY DIFFRACTION
1KOF,X-RAY DIFFRACTION
1KOG,X-RAY DIFFRACTION
1KOH,X-RAY DIFFRACTION
1KOI,X-RAY DIFFRACTION
1KOJ,X-RAY DIFFRACTION
1KOK,X-RAY DIFFRACTION
1KOL,X-RAY DIFFRACTION
1KON,X-RAY DIFFRACTION
1KOO,X-RAY DIFFRACTION
1KOP,X-RAY DIFFRACTION
1KOQ,X-RAY DIFFRACTION
1KOR,X-RAY DIFFRACTION
1KOS,SOLUTION NMR
1KOT,SOLUTION NMR
1KOU,X-RAY DIFFRACTION
1KOY,SOLUTION NMR
1KOZ,SOLUTION NMR
1KP0,X-RAY DIFFRACTION
1KP2,X-RAY DIFFRACTION
1KP3,X-RAY DIFFRACTION
1KP4,X-RAY DIFFRACTION
1KP5,X-RAY DIFFRACTION
1KP6,X-RAY DIFFRACTION
1KP7,SOLUTION NMR
1KP8,X-RAY DIFFRACTION
1KP9,X-RAY DIFFRACTION
